OTU_total	Phylum	Class	Order	Family	Genus	OTU	T1_1	T1_2	T1_3	T1_4	T1_5	T1_6	T7_1	T7_2	T7_3	T7_4	T7_5	T7_6	DF_1	DF_2	DF_3	DF_4	DF_5	CF_1	CF_2	CF_3	CF_4	CF_5	CF_6
Otu0138	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Chloroacidobacterium	Otu0138	2	0	0	0	1	0	1	1	6	2	2	4	3	0	1	0	2	0	0	1	0	0	0
Otu0139	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu0139	2	0	4	0	2	1	0	0	0	0	0	0	0	0	1	0	0	2	1	3	1	1	6
Otu0140	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0140	0	0	2	0	0	0	2	1	0	0	6	4	2	0	0	4	3	0	0	0	0	0	0
Otu0141	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0141	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	2	0	7	2	0	0
Otu0142	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0142	0	0	1	0	0	0	0	0	0	2	2	3	0	1	0	0	8	0	0	0	0	0	0
Otu0143	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0143	0	0	0	0	1	0	1	3	5	3	1	1	4	2	3	0	2	0	0	0	0	0	0
Otu0144	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu0144	6	0	5	4	3	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1
Otu0145	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Otu0145	0	0	1	0	0	0	3	0	2	2	0	0	0	4	2	1	1	0	0	0	1	2	1
Otu0146	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	uncultured	Otu0146	0	0	0	0	0	0	1	2	0	0	0	0	3	1	1	4	0	1	0	2	1	1	1
Otu0147	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0147	0	0	0	0	0	0	2	0	1	1	2	1	0	4	4	3	0	2	0	0	0	0	0
Otu0148	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	uncultured	Otu0148	2	1	0	0	0	0	0	0	0	0	0	0	4	5	1	1	0	2	5	0	2	1	0
Otu0149	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu0149	0	0	1	0	1	0	0	0	2	1	4	5	0	0	0	0	1	0	0	1	0	0	0
Otu0150	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Otu0150	1	0	0	2	0	1	0	3	2	2	1	5	0	1	3	0	0	0	0	0	0	0	0
Otu0151	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	Otu0151	7	2	1	2	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0152	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Otu0152	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	1	0	1	0	6	2
Otu0153	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu0153	3	6	1	3	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Otu0154	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu0154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	7	4	4	1
Otu0155	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu0155	0	2	0	2	1	1	1	2	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0
Otu0156	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Otu0156	0	0	0	0	0	0	0	0	4	2	2	0	1	0	7	2	0	1	0	0	0	0	0
Otu0157	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu0157	1	0	0	1	0	1	1	0	1	1	7	5	0	0	3	0	0	0	0	1	0	1	0
Otu0158	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Otu0158	0	0	1	0	0	1	1	2	0	0	7	0	1	0	0	0	1	0	2	2	1	0	0
Otu0159	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Otu0159	0	0	0	5	1	0	1	0	2	1	1	1	0	1	0	4	0	0	2	0	0	0	1
Otu0160	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0160	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	4	4	2	4	1
Otu0161	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Otu0161	0	0	0	0	0	0	1	1	2	6	0	7	0	1	1	0	0	0	0	0	0	0	0
Otu0162	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	Otu0162	0	0	0	0	0	0	0	5	1	1	0	2	0	2	0	1	1	0	1	0	1	1	0
Otu0163	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Otu0163	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	3	0	1	3	7
Otu0164	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Otu0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	7	0	3	0	2
Otu0165	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Otu0165	3	0	0	2	0	0	0	0	0	1	0	3	2	1	4	1	2	0	0	2	0	2	0
Otu0166	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Otu0166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	1	5
Otu0167	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu0167	0	1	0	2	1	4	0	1	0	0	0	0	1	3	2	1	0	0	0	0	1	0	0
Otu0168	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	uncultured	Otu0168	1	0	0	0	0	1	0	2	0	2	0	0	1	0	2	0	0	1	2	0	1	2	4
Otu0169	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Otu0169	0	3	0	3	3	2	0	0	0	2	1	3	0	0	0	0	3	0	0	0	0	0	0
Otu0170	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Otu0170	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	2	0	0	4	4	5	1
Otu0171	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu0171	0	0	0	0	0	0	0	0	5	1	2	4	2	2	3	1	2	0	0	0	0	0	0
Otu0172	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu0172	1	2	0	0	5	1	0	0	1	0	1	2	0	0	0	0	0	0	4	0	1	0	3
Otu0173	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	Otu0173	1	1	0	0	0	1	1	0	0	1	0	1	3	1	5	0	2	0	1	0	2	0	0
Otu0174	Proteobacteria	Betaproteobacteria	SC-I-84	unclassified	unclassified	Otu0174	0	0	0	0	0	0	1	0	1	4	0	2	3	0	3	3	0	0	1	0	0	0	0
Otu0175	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	Otu0175	1	4	0	5	2	1	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0
Otu0176	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu0176	5	3	3	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0177	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu0177	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	3	2	9
Otu0178	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu0178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	1	2	2
Otu0179	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu0179	0	0	0	0	1	0	1	1	0	0	3	0	0	0	0	4	4	0	0	1	1	1	0
Otu0180	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	uncultured	Otu0180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	1	1	3	1
Otu0181	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu0181	11	0	3	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0182	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu0182	1	10	1	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0183	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Chloroacidobacterium	Otu0183	0	0	0	1	0	2	0	3	3	3	1	1	1	1	0	1	0	0	0	0	0	0	0
Otu0184	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0184	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	2	6	4
Otu0185	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	uncultured	Otu0185	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	3	2	0	0	0
Otu0186	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0186	0	0	1	0	2	3	2	0	0	1	2	1	0	1	4	1	1	0	0	0	2	0	0
Otu0187	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu0187	0	0	0	0	0	1	3	1	0	0	1	2	0	0	0	1	3	0	0	3	0	0	1
Otu0188	Candidate_division_TM7	unclassified	unclassified	unclassified	unclassified	Otu0188	0	2	0	2	0	1	0	0	0	0	0	0	0	3	0	5	1	0	1	1	2	0	0
Otu0189	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	unclassified	Otu0189	0	1	1	1	1	0	4	2	0	3	1	4	1	0	0	0	0	0	0	0	0	0	0
Otu0190	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Otu0190	3	1	0	1	0	1	2	2	0	3	0	1	0	1	3	0	0	0	0	0	2	0	0
Otu0191	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Otu0191	0	0	2	0	0	0	0	0	2	5	4	3	0	0	0	0	0	1	0	0	0	1	0
Otu0192	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0192	0	0	2	0	3	1	4	3	0	0	0	1	2	1	4	1	0	0	0	0	0	0	0
Otu0193	Actinobacteria	Actinobacteria	Acidimicrobidae	Acidimicrobiales	Acidimicrobineae	Otu0193	0	0	0	0	0	0	0	0	1	2	2	1	2	1	3	3	1	0	0	0	0	0	0
Otu0194	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Otu0194	5	2	3	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu0195	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Otu0195	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	2	8	1	2
Otu0196	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	Otu0196	0	6	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Otu0197	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Otu0197	0	0	1	0	0	0	0	1	0	1	3	0	0	0	4	0	0	0	0	0	3	1	0
Otu0198	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu0198	0	0	1	0	1	2	6	4	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
Otu0199	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu0199	1	0	0	0	0	1	0	0	0	0	2	1	0	2	3	2	1	1	0	2	0	1	1
Otu0200	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu0200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	5	7
Otu0201	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Propionibacterineae	Otu0201	0	1	0	0	0	2	0	0	0	0	0	0	0	12	0	1	0	1	0	0	0	0	0
Otu0202	Acidobacteria	Holophagae	iii1-8	unclassified	unclassified	Otu0202	0	1	0	2	0	1	0	0	0	1	2	2	0	2	1	1	3	0	0	0	0	0	0
Otu0203	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu0203	5	1	1	8	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu0204	Proteobacteria	Betaproteobacteria	SC-I-84	unclassified	unclassified	Otu0204	0	0	1	2	0	0	2	3	4	1	1	0	1	0	3	0	1	0	0	1	0	0	0
Otu0205	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu0205	0	0	0	0	0	1	0	1	2	2	3	1	1	0	0	3	0	0	0	0	0	0	0
Otu0206	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu0206	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	2	1	1	0	4	1	0	1
Otu0207	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu0207	0	0	0	0	0	0	0	1	2	1	3	0	3	2	0	1	1	0	0	0	0	0	0
Otu0208	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu0208	0	1	0	0	1	1	1	0	0	0	2	0	1	2	2	2	1	0	0	0	1	0	0
Otu0209	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0209	1	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0210	Proteobacteria	Betaproteobacteria	TRA3-20	unclassified	unclassified	Otu0210	0	0	2	2	2	5	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Otu0211	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0211	0	0	0	0	0	0	0	0	1	0	1	2	1	1	2	0	3	0	0	0	0	0	0
Otu0212	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Ellin6055	unclassified	Otu0212	3	3	1	1	2	2	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Otu0213	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu0213	0	0	1	0	3	5	2	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0
Otu0214	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu0214	0	0	1	0	0	0	0	0	3	0	0	0	2	1	3	3	1	1	0	1	0	0	0
Otu0215	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Otu0215	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	1	2	0	0	3	0	0	0
Otu0216	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu0216	0	0	0	0	0	0	0	2	2	2	0	1	3	1	1	0	0	0	0	0	1	0	0
Otu0217	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Streptomycineae	Otu0217	2	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	2	0	2	0	0	1	5
Otu0218	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu0218	1	0	0	0	0	0	1	0	0	0	1	1	0	1	4	0	4	0	0	0	0	0	0
Otu0219	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	Otu0219	0	0	0	0	0	0	4	2	3	0	0	4	1	0	0	0	1	1	0	1	0	0	0
Otu0220	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu0220	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	8	0	0	0	1	0	0	0
Otu0221	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu0221	0	1	2	0	0	0	0	0	0	0	3	0	4	0	2	0	0	0	0	1	3	2	0
Otu0222	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	uncultured	Otu0222	0	0	0	0	0	0	0	0	3	0	4	0	0	0	1	0	7	1	0	2	0	0	0
Otu0223	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Otu0223	1	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	1	9
Otu0224	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0224	0	0	0	0	0	0	1	0	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0
Otu0225	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu0225	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	4	3	2	0	1	1
Otu0226	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	Otu0226	0	0	0	0	0	0	1	0	0	0	0	0	1	7	0	3	0	1	1	1	2	0	1
Otu0227	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Otu0227	1	0	5	0	2	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0
Otu0228	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0228	0	0	1	0	0	1	0	2	1	4	0	2	1	2	0	0	0	0	0	0	0	0	0
Otu0229	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Otu0229	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	1	0	3	1	2	1
Otu0230	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	Otu0230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	5
Otu0231	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	Otu0231	1	2	0	0	0	0	1	1	0	5	1	0	0	1	0	0	0	0	1	0	0	0	0
Otu0232	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu0232	2	0	9	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Otu0233	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	Otu0233	6	2	2	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0234	Chloroflexi	KD4-96	unclassified	unclassified	unclassified	Otu0234	2	0	2	2	0	1	0	3	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0
Otu0235	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Otu0235	0	3	0	6	0	1	0	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0
Otu0236	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Otu0236	0	0	0	0	1	0	0	1	0	5	0	0	1	4	0	4	1	0	0	0	0	0	1
Otu0237	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu0237	1	1	2	2	0	1	0	0	0	0	0	2	1	1	0	1	3	0	0	2	0	0	0
Otu0238	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu0238	0	0	0	0	0	1	0	0	0	0	2	0	4	0	3	0	3	0	0	2	3	1	1
Otu0239	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	Otu0239	0	0	0	0	2	0	2	0	1	1	3	2	0	2	0	0	0	2	0	0	1	1	0
Otu0240	Chloroflexi	unclassified	unclassified	unclassified	unclassified	Otu0240	0	0	1	0	2	3	1	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu0241	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	9	0	0	0	0
Otu0242	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0242	2	0	3	0	3	6	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0
Otu0243	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu0243	1	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	5	0
Otu0244	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu0244	6	2	4	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu0245	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	uncultured	Otu0245	0	0	2	4	7	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0246	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	Otu0246	0	0	0	0	0	0	0	1	1	5	0	2	0	1	0	0	2	0	0	0	1	0	0
Otu0247	Proteobacteria	Betaproteobacteria	SC-I-84	unclassified	unclassified	Otu0247	0	0	2	1	0	0	1	3	1	3	0	3	0	1	0	0	0	0	0	0	0	0	0
Otu0248	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu0248	0	2	0	0	0	0	0	3	0	2	0	1	0	3	0	0	0	0	0	0	1	0	0
Otu0249	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Streptomycineae	Otu0249	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	9	0	3	0	0
Otu0250	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Otu0250	1	0	0	0	0	1	4	2	0	0	0	0	1	0	3	1	0	2	0	1	1	0	0
Otu0251	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu0251	5	4	5	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0252	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Otu0252	0	0	1	0	1	1	0	0	1	1	3	1	3	2	1	1	0	0	0	0	0	2	0
Otu0253	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu0253	0	0	2	0	0	0	1	2	1	2	0	3	0	0	0	0	2	0	0	0	0	0	0
Otu0254	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu0254	2	0	1	0	0	0	2	0	0	2	2	0	0	2	1	0	0	0	0	0	0	1	0
Otu0255	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	Otu0255	0	1	0	0	0	0	1	0	3	0	1	1	0	1	3	1	0	0	0	2	0	0	0
Otu0256	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0256	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	5	3	3	1
Otu0257	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	uncultured	Otu0257	3	3	2	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	2
Otu0258	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu0258	0	0	2	1	0	5	0	0	1	0	0	1	0	0	0	2	0	4	0	3	0	0	0
Otu0259	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Otu0259	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0	0
Otu0260	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu0260	0	1	1	0	2	3	0	0	0	1	1	2	1	0	0	0	2	0	0	0	0	0	0
Otu0261	Acidobacteria	Holophagae	iii1-8	unclassified	unclassified	Otu0261	2	3	0	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0262	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu0262	0	0	0	0	0	0	6	0	2	1	0	3	0	0	0	0	3	0	0	0	0	0	0
Otu0263	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	1
Otu0264	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0264	0	0	0	0	2	0	1	1	5	1	1	0	0	0	3	0	0	0	0	0	0	0	0
Otu0265	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu0265	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	1	0	0	0	0	2	0
Otu0266	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu0266	0	6	0	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu0267	Proteobacteria	Alphaproteobacteria	Sphingomonadales	unclassified	unclassified	Otu0267	0	5	0	2	0	5	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1
Otu0268	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu0268	2	0	0	2	0	2	1	2	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0
Otu0269	unclassified	unclassified	unclassified	unclassified	unclassified	Otu0269	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	2	6	2
Otu0270	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu0270	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	1	5	1
Otu0271	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Ellin6055	unclassified	Otu0271	0	4	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu0272	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Otu0272	1	0	1	2	4	1	0	0	4	0	3	0	0	0	1	0	0	0	0	0	0	0	0
Otu0273	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu0273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	2	3	3
Otu0274	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Otu0274	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	1	0	1	4
Otu0275	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	uncultured	Otu0275	0	0	0	0	0	0	0	1	2	2	0	3	0	0	1	2	0	0	0	0	0	0	0
Otu0276	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu0276	0	0	2	1	0	0	0	0	0	0	0	0	2	1	4	0	0	2	0	0	0	2	0
Otu0277	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Conexibacteraceae	Otu0277	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	3	4	0	1	0	0
Otu0278	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu0278	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	2	5	0	0	0	0	0	0
